state	county	policies	insurance	premium
WISCONSIN	PEPIN COUNTY	37	7677800	43475
WISCONSIN	PRICE COUNTY	27	4441000	20734
WISCONSIN	RACINE COUNTY	345	74806900	329850
WISCONSIN	SAUK COUNTY	179	40239100	124009
WISCONSIN	SAWYER COUNTY	73	11439100	76982
WISCONSIN	SHAWANO COUNTY	71	13326000	65482
WISCONSIN	SHEBOYGAN COUNTY	190	43041000	194457
WISCONSIN	ST. CROIX COUNTY	129	29617000	112968
WISCONSIN	TREMPEALEAU COUNTY	159	23236200	186938
WISCONSIN	VILAS COUNTY	18	3116000	14409
WISCONSIN	WALWORTH COUNTY	75	18660600	71798
WISCONSIN	WASHBURN COUNTY	56	8701600	69849
WISCONSIN	WAUKESHA COUNTY	626	161514700	501420
WISCONSIN	WAUPACA COUNTY	134	21118900	153353
WISCONSIN	WAUSHARA COUNTY	66	10718800	58992
WYOMING	JOHNSON COUNTY	40	10348900	37216
WYOMING	LINCOLN COUNTY	50	11202700	34307
WYOMING	FREMONT COUNTY	97	26657600	68046
WYOMING	PARK COUNTY	79	20416400	66252
WYOMING	TETON COUNTY	618	199081000	299603
WYOMING	SHERIDAN COUNTY	133	32114100	120483
WYOMING	CAMPBELL COUNTY	21	7950800	25406
WYOMING	PLATTE COUNTY	14	2866400	9543
WYOMING	BIG HORN COUNTY	29	5298300	16368
WYOMING	CARBON COUNTY	59	11938500	57313
WYOMING	ALBANY COUNTY	80	15665200	84848
WYOMING	CROOK COUNTY	13	2655700	10813
WYOMING	CONVERSE COUNTY	29	7760100	21793
WYOMING	GOSHEN COUNTY	31	6076600	41830
WYOMING	HOT SPRINGS COUNTY	12	3069400	5779
WYOMING	LARAMIE COUNTY	317	72727700	308823
WYOMING	NATRONA COUNTY	256	58056900	241117
WYOMING	NIOBRARA COUNTY	5	828300	2551
WYOMING	SUBLETTE COUNTY	29	7451300	44823
WYOMING	SWEETWATER COUNTY	108	21458900	196615
WYOMING	UINTA COUNTY	87	18841800	66970
WYOMING	WASHAKIE COUNTY	18	4534000	12286
WYOMING	WESTON COUNTY	3	315000	785
